ID,Education,Marital_Status,Income,Kids,NumOfPurchases,Age,Product_1,Product_2
7010,2n Cycle,Married,70924.0,0,20,59,3220,7328
8562,Graduation,Together,54165.0,0,11,55,6724,9196
3158,Graduation,Married,32300.0,1,5,51,16550,3876
4436,Graduation,Single,20180.0,0,8,48,15262,7858
5287,Graduation,Married,34961.0,1,10,51,36255,19769
2445,PhD,Together,28440.0,1,6,50,36832,33068
6059,PhD,Together,64504.0,3,25,71,34301,22090
4550,Master,Together,33564.0,1,6,58,13314,17951
4240,Graduation,Married,17345.0,1,7,46,26936,7489
8911,PhD,Married,56320.0,1,21,57,23114,18076
3706,Graduation,Single,28647.0,1,7,46,19162,20793
3628,Basic,Single,15038.0,1,7,37,48314,46145
10175,PhD,Divorced,32173.0,1,5,66,16847,19162
8985,2n Cycle,Together,68316.0,1,32,60,36304,46966
5204,Graduation,Together,74538.0,0,22,53,12537,43979
9220,Graduation,Single,91700.0,0,20,53,18884,11932
9888,Graduation,Together,68695.0,0,16,55,40810,28624
5263,2n Cycle,Married,31056.0,1,5,47,10961,40446
1020,Graduation,Married,79593.0,0,19,51,40446,7782
9503,Graduation,Single,28071.0,0,13,44,26441,48714
10613,PhD,Together,37334.0,2,11,66,40810,28341
67,Master,Single,46423.0,2,9,52,40532,37521
6019,PhD,Married,37126.0,1,6,53,22159,3509
5863,Graduation,Married,47703.0,1,21,71,35116,2315
3717,Graduation,Married,61180.0,1,18,65,19997,11618
6730,Graduation,Married,38998.0,2,8,70,7858,21399
10749,Graduation,Single,8028.0,0,16,33,3331,530
4998,Graduation,Together,76081.0,0,14,62,32183,1002
6287,Graduation,Together,34728.0,1,5,38,40257,21528
5985,Master,Single,33168.0,1,10,59,17372,42746
4754,Master,Married,33585.0,1,7,58,12698,13379
4002,PhD,Married,77037.0,1,27,64,23789,22113
8870,Graduation,Together,35196.0,1,18,40,45586,22485
966,Graduation,Married,44529.0,1,25,58,41897,40655
4767,2n Cycle,Married,70924.0,0,20,59,35066,7416
9725,PhD,Together,28764.0,2,4,58,38800,30897
4475,PhD,Married,69098.0,0,25,75,2454,42528
5740,2n Cycle,Divorced,25959.0,2,7,54,43013,2443
5731,Master,Married,27100.0,1,5,41,32521,44956
7290,Graduation,Single,70596.0,0,21,39,37521,3778
3846,Graduation,Married,42557.0,1,15,50,31424,33921
8104,PhD,Married,53312.0,0,12,73,13165,19442
4507,Graduation,Single,72228.0,0,22,72,45532,21579
11013,Graduation,Together,67605.0,0,17,37,32768,21520
4491,Master,Married,62845.0,2,28,75,45126,8930
3759,Graduation,Together,65196.0,2,26,66,46632,1832
1162,PhD,Single,42000.0,0,20,37,34595,36841
2055,PhD,Divorced,35860.0,2,6,51,49576,45536
10766,PhD,Married,65526.0,1,17,60,10431,40532
4415,Graduation,Married,16860.0,2,8,63,36637,45183
3005,Graduation,Single,83528.0,0,23,32,7416,42132
2223,2n Cycle,Divorced,64176.0,1,33,59,2631,16850
4817,Graduation,Divorced,22304.0,0,4,68,21358,37080
2875,Graduation,Married,67023.0,0,24,46,26877,42576
10536,PhD,Together,32892.0,1,8,53,48918,38456
11112,Graduation,Together,70713.0,1,25,58,4102,41123
3807,Graduation,Together,59925.0,1,23,69,17589,40706
9197,Graduation,Married,39722.0,1,7,71,6179,13945
10832,Graduation,Together,46610.0,0,14,66,41495,6473
6421,Graduation,Together,88347.0,0,21,63,37080,49620
4207,PhD,Married,87171.0,0,25,43,40427,34437
577,2n Cycle,Together,26907.0,2,6,48,31483,16630
10855,Master,Single,50014.0,1,15,56,21520,22798
3081,PhD,Married,41014.0,1,4,46,22276,34106
3535,Graduation,Single,66294.0,0,13,59,1562,40251
247,Graduation,Married,36715.0,1,19,53,12928,11435
8707,Graduation,Married,79456.0,0,16,68,24262,20384
9523,Graduation,Together,40479.0,1,4,42,9169,36410
6072,Master,Single,75345.0,0,20,54,40542,18076
6295,Graduation,Married,54233.0,1,26,47,16847,37428
10914,Graduation,Single,24163.0,2,6,54,2599,46534
1509,PhD,Together,84460.0,0,22,66,21349,20793
5577,Graduation,Together,43776.0,1,4,41,42186,556
7348,PhD,Single,71691.0,0,17,66,34901,46327
1127,PhD,Married,85844.0,0,20,51,32775,28058
1833,PhD,Single,39190.0,1,9,50,42132,33154
4944,Graduation,Together,71367.0,0,17,65,41897,8135
9080,PhD,Single,38578.0,2,9,52,2454,39227
6466,PhD,Married,57236.0,2,10,59,38532,46899
9964,Graduation,Single,61825.0,1,15,45,8211,2443
4790,Graduation,Divorced,79803.0,1,13,66,37422,7045
10245,2n Cycle,Single,80910.0,0,15,38,47195,21349
1109,Master,Together,27590.0,1,4,42,9815,24781
6001,Graduation,Married,56775.0,1,25,45,40172,11892
5538,Graduation,Divorced,83829.0,0,17,49,19229,25585
10552,2n Cycle,Married,54210.0,1,14,45,48405,20074
1545,Graduation,Married,38508.0,1,20,38,23581,42542
7409,Graduation,Together,53187.0,1,13,54,20541,28040
4444,Graduation,Married,30023.0,1,6,52,13073,13073
146,PhD,Single,76045.0,0,21,64,16175,23836
6271,PhD,Married,50870.0,1,6,72,21358,4704
10065,2n Cycle,Married,15315.0,0,8,54,27360,7971
4741,2n Cycle,Married,65463.0,1,19,50,11765,23738
246,Graduation,Married,66480.0,2,19,59,42746,23501
375,Graduation,Divorced,76773.0,0,16,70,27555,24485
1524,2n Cycle,Single,81698.0,0,16,41,15346,22611
10022,PhD,Single,54466.0,2,4,51,42791,27096
7451,Master,Single,98777.0,0,19,64,28703,8135
11010,PhD,Single,16269.0,1,9,40,33255,6811
4356,Graduation,Together,71819.0,1,14,53,30567,34453
3885,PhD,Married,33569.0,1,5,41,32667,38226
1175,Master,Married,36262.0,0,12,41,36820,16175
880,Basic,Together,22634.0,0,6,58,12537,21275
2320,2n Cycle,Married,47025.0,1,23,46,33207,46982
850,Graduation,Single,70566.0,1,22,56,701,13142
4713,PhD,Married,31605.0,1,9,45,9868,27376
675,Master,Divorced,52034.0,2,16,51,18906,12285
5025,Graduation,Single,48526.0,1,8,45,35096,48368
2308,Graduation,Married,46734.0,1,14,70,26825,11585
5995,Graduation,Divorced,39552.0,2,20,62,33207,38456
6749,Graduation,Single,86358.0,2,18,58,42167,17951
1010,Graduation,Together,46931.0,3,7,47,8798,11435
8977,Basic,Single,16581.0,0,4,39,8703,46963
4756,2n Cycle,Divorced,63998.0,0,25,72,48836,46327
3412,Master,Married,67381.0,1,17,73,19229,40232
606,Graduation,Single,25930.0,2,4,57,36410,18246
5961,Graduation,Married,42693.0,1,5,46,33686,5135
2975,Graduation,Together,85606.0,1,24,48,27653,38226
2894,Graduation,Single,72903.0,0,21,39,46071,10611
7613,2n Cycle,Together,49669.0,1,14,50,36476,40706
10542,PhD,Married,36778.0,2,9,56,28624,37988
8015,PhD,Divorced,85696.0,0,20,62,24262,32927
10617,Master,Divorced,10979.0,0,8,35,12537,32924
11166,Graduation,Married,49678.0,1,14,63,35116,38456
849,Master,Together,56129.0,1,22,71,13497,4687
523,Graduation,Married,37155.0,1,7,35,6724,21349
4066,2n Cycle,Divorced,21282.0,1,7,46,1981,17435
8414,PhD,Single,33419.0,1,8,62,37046,36255
819,Graduation,Widow,63285.0,0,25,79,6179,49954
4961,Master,Together,21255.0,1,11,50,5916,11618
749,Graduation,Together,42162.0,1,9,43,18292,44812
5430,Graduation,Together,54450.0,2,31,68,28040,30817
7755,PhD,Married,57744.0,1,16,70,35116,38800
10525,Graduation,Single,26576.0,1,4,38,23836,9055
1453,PhD,Widow,57513.0,0,27,81,48368,36410
8310,Graduation,Together,68142.0,1,24,60,24485,21358
10710,Graduation,Married,7500.0,1,4,45,8703,41527
5031,Graduation,Together,83145.0,0,26,50,22626,22113
2613,Master,Married,54197.0,1,12,64,28179,36093
213,PhD,Single,23091.0,2,10,61,48707,34595
967,Graduation,Married,46049.0,2,26,48,1508,12298
1077,Graduation,Together,56715.0,0,15,50,27208,39355
7959,Graduation,Married,79410.0,0,11,63,8382,11795
640,Graduation,Married,57304.0,1,25,73,40992,3140
4252,Graduation,Married,44375.0,1,12,59,20384,36364
8432,Graduation,Together,54450.0,2,31,68,18076,37360
6218,Graduation,Married,59594.0,1,17,59,34595,18906
6905,Graduation,Together,80685.0,0,21,30,39323,31954
5922,PhD,Married,40344.0,1,12,50,24322,20551
3598,Graduation,Married,62710.0,1,22,52,556,45540
6116,2n Cycle,Married,48985.0,1,6,56,11620,25137
6263,Graduation,Together,35322.0,3,9,56,701,23581
10486,Graduation,Married,77142.0,0,17,76,38538,38487
2410,Graduation,Single,81657.0,0,16,55,33009,36389
193,Basic,Married,14421.0,0,4,28,38538,9196
3363,2n Cycle,Married,20130.0,0,5,50,36056,22289
8278,PhD,Married,74214.0,0,16,34,46771,2454
10660,Master,Married,66726.0,2,17,67,40582,34874
8686,Basic,Together,23724.0,1,7,45,13390,40532
1604,Master,Married,47353.0,1,13,64,24781,39227
5907,Master,Married,33444.0,2,4,72,40952,22542
10669,Graduation,Married,54386.0,1,17,43,42953,35047
2918,Graduation,Divorced,28510.0,2,9,43,49576,16892
5735,Master,Single,90638.0,0,18,33,24186,43128
359,Graduation,Together,48070.0,1,19,74,22827,17898
8387,Graduation,Married,43140.0,1,11,67,42132,41289
1829,PhD,Divorced,54959.0,1,21,63,28703,12545
3839,Basic,Single,15056.0,2,12,66,2772,12997
9392,Graduation,Single,26954.0,1,4,53,44351,24373
2292,Graduation,Single,22327.0,1,5,39,7139,35337
10466,Graduation,Married,44393.0,2,7,59,44717,623
9855,PhD,Single,62000.0,1,26,72,34951,4390
4088,PhD,Together,31497.0,1,10,62,11795,21528
5231,2n Cycle,Married,45894.0,2,5,50,48578,46966
590,Master,Divorced,78579.0,0,16,54,47511,1638
8732,Master,Widow,67369.0,1,25,55,39476,3731
2315,Graduation,Divorced,58401.0,1,6,64,19307,44736
3515,Graduation,Single,62307.0,1,9,72,9868,15913
2245,Master,Married,43641.0,2,10,55,31405,1857
6283,Master,Divorced,63841.0,1,22,56,19068,45313
2246,2n Cycle,Married,46891.0,1,8,59,12570,17871
6606,Master,Married,70091.0,1,19,55,19732,7810
5545,PhD,Married,78075.0,0,14,52,701,38031
7342,2n Cycle,Widow,59184.0,1,27,63,18667,28877
837,Graduation,Married,54809.0,2,12,47,46982,4687
9500,Graduation,Married,58113.0,1,22,65,40446,22308
3602,Master,Married,51412.0,1,11,66,40532,27096
234,Graduation,Divorced,15287.0,1,6,45,7197,36747
2995,Master,Together,66636.0,0,17,67,43378,31954
1118,Master,Married,50965.0,1,22,68,41715,13390
7789,PhD,Married,84618.0,0,26,59,31954,11620
3068,Graduation,Married,18351.0,0,6,34,15333,16547
8955,PhD,Together,40451.0,2,5,67,556,48836
945,Graduation,Together,36317.0,1,9,59,14706,9196
5644,Graduation,Together,42213.0,1,15,67,17372,26877
7192,Graduation,Together,65748.0,1,18,69,7858,18377
2324,Graduation,Together,77044.0,1,31,52,7782,13945
697,Graduation,Together,74918.0,0,21,55,40440,40952
3439,Graduation,Married,56721.0,2,15,52,25895,9559
1506,Graduation,Single,42160.0,2,11,49,46771,38326
232,Graduation,Single,61559.0,1,17,59,33522,8703
8876,PhD,Together,33629.0,2,13,61,36747,19769
4500,PhD,Together,68682.0,0,24,33,20251,46713
9739,Graduation,Single,34377.0,1,8,61,41123,41900
10395,Basic,Single,8940.0,1,10,38,32768,8203
1176,Graduation,Married,26228.0,1,4,51,7139,29134
1627,2n Cycle,Divorced,77297.0,0,22,67,24781,36892
938,Graduation,Married,40211.0,2,7,43,29979,31405
2740,PhD,Widow,33438.0,2,11,66,26680,41629
257,PhD,Married,75032.0,1,20,65,10367,25137
4058,PhD,Single,61284.0,0,22,69,38867,8135
7736,Graduation,Married,22518.0,1,7,38,40810,41289
8210,Master,Married,54730.0,1,18,49,37034,22289
833,Master,Married,38452.0,2,9,69,39323,11892
6230,Graduation,Divorced,44421.0,2,14,53,38538,36073
7325,PhD,Together,38197.0,1,5,38,34951,5513
1307,Graduation,Divorced,41986.0,1,10,46,3064,21097
1502,Graduation,Together,28427.0,1,7,41,17951,39318
6211,PhD,Together,37395.0,1,5,48,36364,27214
843,Graduation,Married,64722.0,1,25,53,46071,40042
4174,Master,Together,55249.0,1,8,68,45670,7559
9757,Graduation,Together,84906.0,0,24,52,11620,46982
6918,Graduation,Married,28691.0,1,5,35,36820,38795
286,Graduation,Single,44213.0,2,12,72,13390,3731
11086,Basic,Single,25707.0,1,5,40,40706,605
1921,PhD,Married,59062.0,3,7,57,32506,41289
4138,Graduation,Single,76624.0,1,23,62,35732,16630
7718,Master,Together,66000.0,0,10,77,22485,7139
1291,PhD,Together,27683.0,1,16,46,44717,18532
6862,Graduation,Divorced,1730.0,0,15,53,12285,9983
4136,Basic,Single,7500.0,1,11,32,3943,1508
803,Graduation,Together,40521.0,2,4,56,3352,25444
4298,PhD,Together,20427.0,1,4,51,24577,15390
10833,Graduation,Married,65106.0,1,27,49,43262,22827
9606,PhD,Married,69969.0,0,13,59,24706,33932
8534,Graduation,Married,67433.0,2,28,72,1837,33207
5153,PhD,Married,77766.0,1,34,57,16589,15660
961,Graduation,Married,74716.0,1,17,52,42953,17638
5011,Graduation,Divorced,68118.0,1,23,61,9353,3876
6653,PhD,Married,55158.0,2,18,54,5595,6319
9094,2n Cycle,Married,62972.0,1,16,69,46292,37034
810,Graduation,Married,74190.0,1,19,49,22643,9559
5493,Graduation,Married,39356.0,2,4,48,36410,21399
2147,Graduation,Together,76653.0,0,23,55,38456,15660
5107,PhD,Divorced,35860.0,2,6,51,43563,12285
3979,PhD,Divorced,90687.0,0,17,41,15596,24434
6049,Master,Together,73450.0,0,27,42,7337,27766
8147,Graduation,Married,31454.0,2,8,64,23346,9768
1857,Graduation,Single,47139.0,2,7,72,38885,23789
3910,Graduation,Divorced,83829.0,0,17,49,11620,4535
5207,PhD,Married,53378.0,2,29,61,37360,37989
11114,Graduation,Together,19656.0,1,9,54,42375,21358
5429,PhD,Married,45579.0,1,10,76,18884,6000
9400,2n Cycle,Single,85485.0,0,19,66,49981,43979
1740,Graduation,Married,55956.0,0,16,80,22485,5916
7488,Master,Single,64191.0,1,24,61,27096,1765
195,Graduation,Single,38808.0,1,14,52,32937,13497
635,Master,Married,57183.0,2,25,58,9249,8203
7527,Master,Divorced,23748.0,1,9,56,16167,701
10319,Graduation,Married,66303.0,1,22,53,7197,37521
2296,Master,Married,37368.0,1,4,49,35088,33959
10637,Graduation,Married,40800.0,3,8,60,40526,42870
2931,Graduation,Divorced,71847.0,0,22,46,47444,44146
907,Graduation,Married,46149.0,1,18,49,17589,23196
3698,Graduation,Together,78687.0,0,19,41,41116,41282
9516,2n Cycle,Divorced,49118.0,0,28,53,46145,22276
679,PhD,Married,37633.0,2,6,67,9759,42746
7384,Master,Together,39767.0,0,17,73,14478,19732
5043,Basic,Married,26997.0,0,13,73,9178,33921
5267,Graduation,Divorced,33986.0,1,5,54,4952,37080
339,PhD,Married,57091.0,1,18,52,38487,8068
2516,2n Cycle,Married,46831.0,2,7,55,46713,35116
9010,Master,Married,83151.0,0,23,52,32775,21877
378,Graduation,Married,52531.0,0,21,53,21455,45347
4808,Graduation,Married,15759.0,0,4,68,12038,21110
5068,Graduation,Single,22804.0,1,5,53,48213,40232
7628,2n Cycle,Married,43050.0,1,8,51,42167,39355
7128,PhD,Single,42997.0,2,4,47,29650,32667
2811,PhD,Single,48918.0,2,7,61,8164,22113
3551,Master,Together,60033.0,1,10,70,22868,32927
1663,PhD,Together,34043.0,1,5,46,2631,43441
5543,Graduation,Together,57811.0,1,25,58,48368,34097
1577,Graduation,Married,78569.0,0,15,78,27653,40655
10641,Graduation,Single,7500.0,2,10,46,33972,37034
5336,Master,Together,157733.0,1,2,53,13314,42132
6024,Graduation,Together,94384.0,0,18,71,27632,16175
1878,2n Cycle,Married,23148.0,0,6,39,48714,33320
3099,Graduation,Divorced,44267.0,2,16,54,27766,7776
6055,Graduation,Married,71626.0,0,19,45,38885,9523
5841,Graduation,Together,60894.0,1,26,58,31662,39323
3972,Graduation,Together,50200.0,2,19,48,28253,11945
4394,PhD,Married,81051.0,0,23,59,42375,42576
5758,Graduation,Married,65169.0,0,28,42,16056,9353
6658,Graduation,Together,59868.0,1,32,52,39640,8135
4603,PhD,Married,65695.0,1,21,64,16167,47195
8427,Master,Single,64857.0,0,23,68,28703,5183
10260,Master,Together,45143.0,1,15,59,44126,28058
7143,2n Cycle,Together,74805.0,1,26,69,21358,11435
8789,2n Cycle,Married,59060.0,1,14,35,2631,38332
6197,PhD,Single,27238.0,2,9,62,2772,39159
4554,Graduation,Together,47009.0,1,17,59,27653,1837
4937,2n Cycle,Married,46094.0,2,5,51,34951,4211
1920,Graduation,Married,40321.0,2,8,52,11585,40992
8749,Graduation,Together,37235.0,1,5,40,1837,15561
1650,Master,Married,81843.0,0,27,64,43310,16167
10377,Master,Together,46692.0,1,15,66,4779,32924
9206,Graduation,Together,77382.0,1,26,56,46771,33686
10971,Graduation,Single,37774.0,2,16,47,36476,42898
6398,Basic,Married,18393.0,1,8,50,35337,5597
9212,Master,Married,72828.0,1,28,62,37521,30802
7937,Graduation,Married,24711.0,0,7,42,34595,24706
839,PhD,Married,45503.0,1,9,49,11107,38341
4246,Master,Single,6560.0,0,2,42,4390,26680
158,PhD,Together,71604.0,0,17,79,12497,2080
4832,Graduation,Married,27244.0,1,8,45,7827,16167
5621,Graduation,Married,48752.0,2,17,55,41407,35089
1945,Graduation,Married,71434.0,1,21,62,26804,46348
5147,Graduation,Single,90842.0,0,27,76,49988,31841
2535,Master,Married,88097.0,1,20,46,35247,12570
11039,Graduation,Married,51948.0,1,13,49,38799,38177
9495,Graduation,Together,71853.0,0,17,42,31820,29007
9635,Master,Married,35876.0,0,8,41,31568,39318
2173,Graduation,Widow,40049.0,1,5,72,31244,40582
942,Graduation,Single,39660.0,1,14,42,1801,10961
9386,Graduation,Together,50127.0,1,13,62,13495,35047
5510,Master,Married,43263.0,1,16,47,10961,8798
873,Master,Married,62845.0,2,28,75,3124,38161
2253,Graduation,Married,18929.0,0,6,34,1936,40338
5181,Basic,Single,24367.0,1,4,42,7045,42584
979,Graduation,Single,33249.0,1,8,49,40172,38456
10390,2n Cycle,Married,26887.0,1,5,65,17563,556
4698,PhD,Married,50150.0,0,16,41,9815,28341
7793,Graduation,Together,62061.0,1,24,48,39159,19053
1745,PhD,Divorced,85696.0,0,20,62,7111,9196
10590,PhD,Together,76542.0,0,23,68,33723,18800
5080,Graduation,Single,70515.0,0,17,31,3731,11795
8369,Graduation,Together,18227.0,1,4,37,22896,1523
5232,Graduation,Married,69139.0,1,11,59,42384,42384
2407,Graduation,Married,69109.0,0,20,42,47946,31487
3834,Graduation,Single,69627.0,1,23,62,29288,14232
7912,Graduation,Married,38136.0,1,8,46,40232,9353
7712,PhD,Single,62159.0,0,19,78,36304,6754
1065,Graduation,Single,80695.0,0,19,61,34920,36637
7275,Master,Single,33316.0,2,10,53,23581,17994
1343,Graduation,Together,58554.0,2,22,56,7011,9759
1384,Basic,Married,17256.0,1,7,32,41407,2631
9967,Graduation,Divorced,53034.0,2,22,50,9196,1164
6181,2n Cycle,Together,52203.0,0,27,74,6179,23738
10507,2n Cycle,Divorced,59601.0,1,15,47,23836,34453
2674,Master,Single,75154.0,1,16,66,12973,31841
2698,Graduation,Single,47025.0,1,17,48,4102,41731
3231,Graduation,Married,37971.0,1,5,51,19710,18884
4096,Master,Divorced,41335.0,1,12,56,6179,49576
10476,Graduation,Married,67267.0,1,11,66,2315,21099
5948,Graduation,Single,57338.0,1,12,49,29979,36820
9140,2n Cycle,Together,50523.0,2,8,64,8904,32521
10258,Master,Single,35791.0,3,6,59,37521,12687
5675,PhD,Divorced,50611.0,1,22,64,21358,31424
4743,PhD,Married,56242.0,1,28,55,11620,2443
8805,Graduation,Single,48904.0,1,17,64,48829,22398
1542,Graduation,Single,56243.0,3,20,49,24616,39990
6770,Graduation,Married,21355.0,1,7,39,13043,7366
8773,Master,Together,57420.0,1,15,53,38108,15346
10420,Master,Divorced,46390.0,1,10,69,48750,701
7514,2n Cycle,Together,54342.0,2,12,68,35247,1857
793,Graduation,Married,20895.0,1,6,51,36410,30880
10909,Graduation,Married,92344.0,0,20,76,45540,48317
8702,2n Cycle,Together,26907.0,2,6,48,14211,21275
4791,Graduation,Together,44964.0,2,5,44,29792,29550
2963,Graduation,Together,75507.0,0,21,45,10961,33686
8216,Master,Married,53761.0,2,17,52,23946,5183
8140,Graduation,Together,22682.0,1,10,51,2606,941
10146,PhD,Together,38887.0,1,5,52,25467,31244
5289,2n Cycle,Single,41658.0,2,6,49,37989,31841
2587,PhD,Married,29791.0,1,7,52,48005,31662
4405,Master,Married,63915.0,2,23,68,41495,27961
8663,Graduation,Divorced,39996.0,2,4,50,34874,11107
2589,Graduation,Divorced,26759.0,1,8,52,11207,21913
3421,Master,Divorced,63841.0,1,22,56,37422,35116
10490,PhD,Married,51039.0,2,14,55,45957,3876
4094,Graduation,Married,60544.0,2,15,63,12545,8798
9958,Graduation,Married,65685.0,1,21,52,23836,11945
2534,Graduation,Married,37716.0,1,10,71,26617,3579
4188,Graduation,Single,36864.0,1,14,67,22868,26804
6613,Master,Married,44511.0,1,26,54,43563,2772
10827,PhD,Married,36947.0,2,11,57,38341,1002
5491,Master,Together,47352.0,1,16,73,38800,35732
8402,Master,Married,67087.0,1,22,71,10119,27085
8783,Graduation,Married,57045.0,1,18,74,38795,690
10010,PhD,Divorced,36957.0,2,11,71,33224,37428
618,PhD,Married,69389.0,1,22,47,40446,13387
9121,Graduation,Married,80134.0,1,16,52,31820,23196
361,Master,Married,43142.0,2,4,55,39159,47946
4310,Graduation,Married,80589.0,0,21,80,7328,35089
2678,Graduation,Single,34412.0,1,11,34,45888,44919
6376,Graduation,Single,57537.0,1,19,45,46632,16056
524,Basic,Together,22634.0,0,6,58,42121,38456
10341,Graduation,Together,51315.0,0,10,76,41407,44956
5654,Graduation,Married,36026.0,3,7,52,8703,16547
4098,Graduation,Married,24639.0,2,9,51,11585,31841
5824,PhD,Together,34578.0,3,4,52,3220,7581
7000,2n Cycle,Single,65704.0,0,23,52,32806,19769
2561,Graduation,Single,63810.0,1,23,58,42132,21975
5229,PhD,Together,54132.0,1,5,55,8904,701
4086,Graduation,Married,18690.0,0,5,65,40810,9055
2428,Graduation,Married,28164.0,1,9,54,38799,13314
8254,PhD,Married,34596.0,1,4,50,36832,48959
2836,PhD,Married,43269.0,1,4,52,10550,29154
8418,2n Cycle,Single,38741.0,2,7,66,16992,23114
1362,Graduation,Single,31907.0,0,14,52,9055,3731
7152,Master,Married,27100.0,1,5,41,41859,19042
10033,2n Cycle,Divorced,31163.0,1,5,51,29288,46534
9349,Graduation,Married,92533.0,0,23,39,49954,39159
274,Graduation,Single,34853.0,2,7,51,44146,26618
3388,Graduation,Divorced,70844.0,2,17,57,33255,17435
922,2n Cycle,Married,31086.0,2,6,45,5530,35066
8588,Graduation,Married,60544.0,2,15,63,35096,27567
2518,2n Cycle,Together,20491.0,0,4,38,14706,19229
574,Graduation,Married,42523.0,0,7,60,7337,24298
3220,Graduation,Married,39922.0,1,9,41,12687,44736
5967,Graduation,Together,33402.0,2,9,72,43233,45888
1183,Master,Married,36408.0,2,4,75,7567,556
6856,Graduation,Together,21645.0,1,9,45,13043,46534
4530,Master,Widow,78427.0,0,23,76,4535,4211
1553,Graduation,Together,82657.0,0,23,78,36841,9559
4682,Graduation,Married,51876.0,0,13,66,4390,29916
8204,2n Cycle,Married,78041.0,0,18,53,7858,31405
5221,Graduation,Married,52852.0,1,26,67,13073,22896
1232,PhD,Together,70038.0,0,17,42,31433,4704
1927,2n Cycle,Together,69401.0,1,17,51,9452,9055
5788,Graduation,Together,46053.0,1,12,52,22626,44602
6652,Graduation,Married,77343.0,0,17,59,9353,8164
6246,Graduation,Single,73892.0,0,23,71,11765,5411
5975,PhD,Single,40304.0,1,6,57,47325,17563
6875,PhD,Together,32727.0,0,17,59,33932,42898
4399,Graduation,Together,68695.0,0,16,55,11914,43378
4042,Graduation,Divorced,43300.0,1,11,53,44602,17298
2157,Graduation,Together,26290.0,2,10,52,40427,2443
10133,Graduation,Single,93790.0,0,25,54,10611,44956
2525,PhD,Married,38410.0,0,18,50,23541,46713
8233,Master,Widow,64866.0,1,21,74,21528,32183
9483,Graduation,Together,57957.0,1,25,65,24781,26825
2945,PhD,Together,46015.0,2,5,69,31841,9169
10403,Graduation,Together,16531.0,1,9,46,40810,20377
5074,Master,Married,28072.0,1,5,38,18906,7337
10524,Master,Divorced,49476.0,1,22,61,16630,41495
4690,Graduation,Married,50725.0,1,21,71,19710,29835
7521,Graduation,Together,83844.0,0,20,72,15346,36073
7196,PhD,Married,41145.0,2,4,74,7489,22827
4406,Graduation,Together,67419.0,1,25,54,37521,8798
9672,2n Cycle,Married,23162.0,2,8,54,46105,41407
4864,Graduation,Married,34380.0,1,12,47,22868,3943
4706,Graduation,Single,34704.0,1,5,58,8164,48975
4070,PhD,Married,94871.0,2,18,55,38799,6770
25,Graduation,Married,65148.0,1,21,66,12973,3352
3697,Graduation,Together,39898.0,1,9,70,5135,26441
217,Master,Single,64857.0,0,23,68,48405,38897
4220,PhD,Married,59892.0,1,7,54,38456,45888
5286,Master,Single,41020.0,0,10,37,23789,7567
9559,PhD,Married,57072.0,1,27,63,9759,11892
2849,Graduation,Single,60474.0,1,31,45,9768,19307
7787,Graduation,Together,62807.0,1,23,64,22868,701
3102,2n Cycle,Together,19414.0,1,5,43,17589,8211
5868,Graduation,Married,19107.0,1,6,44,3352,29792
8370,2n Cycle,Together,75484.0,1,18,48,42542,26936
9988,Master,Single,70379.0,1,25,48,28058,24322
2939,Master,Together,79419.0,0,15,54,12537,32137
5529,PhD,Together,64014.0,3,22,78,22049,30536
9743,Graduation,Married,76998.0,1,29,69,36073,42576
5763,Master,Together,49854.0,1,18,52,44287,40427
3478,PhD,Married,60585.0,2,30,53,20384,12295
7494,PhD,Divorced,42873.0,2,15,74,44602,10611
1763,Graduation,Together,87679.0,0,29,36,44126,22798
7250,Graduation,Together,57867.0,1,25,46,3352,16167
2005,Graduation,Married,35765.0,1,8,34,18292,7810
10770,Graduation,Married,65492.0,0,26,65,34935,48317
6885,Graduation,Divorced,32952.0,1,6,47,40526,29835
2072,PhD,Together,53374.0,1,21,55,35024,1136
9463,Graduation,Together,71706.0,1,25,65,42583,23946
6318,Graduation,Married,68487.0,0,30,36,49620,33978
4093,Master,Together,53253.0,2,19,49,33207,24706
5751,2n Cycle,Divorced,31163.0,1,5,51,28253,8068
3340,Graduation,Married,42014.0,1,20,47,39794,49358
3594,Master,Married,54108.0,2,32,51,38341,47195
3584,PhD,Single,49667.0,0,22,69,42791,6000
3643,Master,Married,63206.0,0,14,50,48213,12502
851,Master,Married,57136.0,2,26,52,34453,11195
7706,2n Cycle,Together,46772.0,1,30,49,2606,46327
3967,PhD,Married,78931.0,0,24,53,23541,39508
10128,Graduation,Together,53977.0,1,27,66,3700,15407
486,Graduation,Married,84219.0,0,18,36,11195,36832
9,Master,Single,46098.0,2,11,49,1562,37034
9451,Graduation,Married,73538.0,1,26,59,8930,14171
9264,Graduation,Married,79529.0,0,22,38,7971,39990
3865,2n Cycle,Together,20981.0,0,7,47,20050,42186
2853,Graduation,Single,51766.0,1,12,44,37904,39508
1490,Graduation,Married,55759.0,1,26,62,40401,44812
6310,Graduation,Married,33039.0,1,7,46,41589,43378
10380,Master,Married,37787.0,1,7,52,28954,4535
3887,Graduation,Single,27242.0,1,7,54,17994,6234
4278,PhD,Single,87188.0,0,19,41,18812,42218
8643,Graduation,Together,69930.0,0,22,53,5135,2606
1998,Graduation,Single,37697.0,1,7,48,30571,12497
